tag,rating_avg
you're gonna die clown,3.41708065867
you'll like the film,2.83333333333
you will love it.,4.17262522613
you will laugh,3.07641509434
you still wake up sometimes don't you? you wake up in the dark and hear the screaming of the lambs,4.17705650958
you might laugh your head out.,3.58343483557
you mean he gets to go back inside the...oh lucky,3.65001140771
you know it,4.06607811664
you complete me,3.62157802769
yokai,4.2028490874
yoga,3.33333333333
yoda,3.10858447489
yingyang,3.84979423868
yeye,2.0
yes-we-can,3.73315602837
yes,3.83219855041
yemen,3.39705882353
yellowface,3.82031459469
yellow water,3.83058678577
yellow car,3.46498371336
yellow brick road,3.9816805289
yellow,3.919351363
yeah but damn is she hot,2.91557591623
yeah,3.21112733763
ye haw! Ride em cowboy!!!!,3.69204463643
yayan ruhian,3.71627906977
yay! Jack B. :),3.35591060576
yankee,3.765
yale,2.78504870817
yakuza,3.7994328029
yacht,3.49402247834
ya boy,3.92123956132
xenophoby,3.59407015818
xenophobic?,3.13376811594
xenophobic,3.28075313808
xenophobia,3.79684636385
xenomorph,3.83605635265
x-men wanna-be,3.31481046825
x-men III,3.36068911511
x-men,3.23720930233
x-mas movie,3.25995604291
x-from Pej,4.3343722078
x-from Dad,3.43056524773
x-from Bro,3.82779775756
x wing,4.07745986443
x men,3.72178831134
wyatt earp,3.87822014052
wy,3.50996578272
www.thestopbutton.com,4.03906605923
wwii,4.05243206469
wwf,4.09208158368
wwII,4.06035794888
ww2,3.62799825556
wuxia,3.87856895179
wushu,3.79344262295
wurstsalat,3.42
wuerzburg,3.62272727273
wu tang,3.77374301676
wtf?!,3.33342770857
wtf?,2.08333333333
wtf ending,3.03177167474
wtf,3.64514641457
wry,3.9964619802
wrongly convicted,3.50364963504
wrongly accused,3.84172089779
wrongfully funny,3.84694348328
wrongful imprisonment,4.35632493848
wrong. so wrong,3.7459709732
wrong side of the tracks,3.54197530864
wrong morals,3.85290237467
wrong accents,3.17527173913
wrong,3.31823144105
written epilogue,3.07485822306
written by a 14-year-old boy,3.84499314129
writing process,3.79556893704
writing,3.78269899922
writers block,3.77016802594
writers at work,3.75884438714
writers,3.81867523279
writer:Robert Benton,3.7440664557
writer:Michael Crichton,3.59811827957
writer:Julian Fellowes,3.59779442364
writer:David Mamet,3.8572708028
writer:Andrew Lloyd Webber,3.40294117647
writer: Neil Simon,3.1
writer-director,3.82026476578
writer's script,3.96776649746
writer's process,3.80564916637
writer's life,4.23479020979
writer's block,3.81428737278
writer biography,3.62898724083
writer as protagonist,3.7432631147
writer,3.66731303712
wrist watch,3.69213151785
wrings the emotions too much,3.63870840717
wretched,3.39018599129
wrestling,3.85843214259
wrath,4.0534925663
wow!,4.17423116922
wow - so much better than Constant Gardener...,3.63064516129
wow,3.74098557692
wouldn't see again,3.33255843679
would you please let them tell the joke?,3.31000781861
would see again,3.88937736428
would kill not to watch,0.973004694836
would have been better if I hadn't read the book,3.12080924855
worthwhile,2.88075416259
worth watching,3.32134988634
worst thing,3.4619047619
worst superhero,3.39107142857
worst sex scene,3.0
worst sequel to an already bad movie,2.84725717162
worst plot,2.74193548387
worst of series,2.20252454418
worst movies ever,3.06459172765
worst movie of this year,3.20068027211
worst movie ever!,1.25
worst movie ever,3.0922365898
worst films ever,2.30498533724
worst ever,3.97357572668
worst ending ever,3.15998985801
worst documentary ever,3.31000781861
worst denzel movie ever,3.6775689378
worst animated flick ever,1.89830508475
worst acting,0.973004694836
worst Disney movie,3.19505300353
worshipful,3.29831932773
worse than the show,2.92962339575
worse than the book,3.70776203782
worse than previous films,3.39443625645
worse than predecessors,2.94530887134
worse than expected,4.06332106493
worse than book,3.48307291667
worse than Michael Moore,2.84090909091
worse book,4.02900018135
worried mother,3.07709532949
worn-out,3.68443613981
worn out story,4.01297353399
wormhole,3.48603409789
world's fair,2.65957446809
world within a world,3.70647321429
world war ii,4.29835563925
world war III,3.66023894362
world war II,4.03524623816
world war I,4.14161322771
world war 2,3.98697558741
world tour,3.30303030303
world record,3.83664506839
world politics,3.79244480166
world inside another world,3.44400785855
world end,2.95592816566
world,2.94304864344
workplace,3.91571927112
workout,3.37698412698
working women,3.688745168
working sucks,3.98538961039
working poor,3.54166666667
working conditions,3.5
working class,3.79872306791
workers,3.89857663249
workaholic,3.22868019566
work camp,3.72429906542
work,3.42964824121
words cannot explain how horrid this is,1.79621848739
wordplay,3.57339449541
wordless,4.00694444444
word play,3.17481662592
word game,3.44957183635
woody allen is a terrible person,3.92019191783
woody allen,3.9958198337
woodworking,3.90079566616
woodstock,3.35
woods,3.95256696429
wooden laptop,3.16694490818
wooden delivery,3.73250690168
wooden acting,3.79193067462
woo,3.11587982833
wong kar-wai,3.67349498328
wong kar wai,3.92895163157
wong jing,3.23076923077
wonderfully warm and amusing,4.03584642446
wonderfully dark,3.60027441116
wonderfully convoluted story,3.80681818182
wonderful thoughts,4.15617200314
wonderful surprise movie,3.4079153605
wonderful light touch,3.7975720563
wonderful child,4.00804649084
wonderful,4.05229267994
wonder,3.66474085238
won bin,3.765
womens cunning,3.92304663732
women's rights,3.71572756317
women's lib,3.46181013995
women's auxiliary corps (Lotta),3.19281045752
women portrayed as slutty and stupid,3.84327507599
women movies vs men movies,3.5184169415
women japan world war w,3.61878172589
women in the workplace,3.34687298517
women in sport,3.73859840894
women in refrigerators,3.85480722304
women in publishing,3.23076923077
women in prison,2.57407407407
women disguised as men,3.14706270047
women as sexual objects,3.0432211101
women,3.48926760636
womanizing,3.38465304124
womanhood,3.33333333333
woman outsmarts man,3.27575757576
woman lead,3.09018540911
woman in bathtub,3.82026476578
woman in armour,3.43986820428
woman hater,2.63848920863
woman disguised as men,2.8696857671
woman carried onto tall building,3.34099506315
woman as a main character,2.42424242424
woman - man friendship,3.26492537313
woman,3.88159316904
wolves are evil,3.10327198364
wolves,3.7037588861
wolverine cameo,3.83047852094
wolverine,3.62255210534
wolfs,2.68387096774
wolf pack,3.76110240334
wolf,3.72846543612
wobbly camerawork,3.59125475285
wizards,4.03711655947
wizard of oz,2.63888888889
wizard,4.00132511379
wixom library,3.13928571429
wity,3.97350230415
witty!,3.85422037725
witty lines,3.36197916667
witty dialogues,4.19967341607
witty dialogue,4.12465470957
witty,3.91659594937
witness to discrimination,3.58995327103
witness protection programme,2.71030405405
witness protection,3.78070175439
witness,4.09545582263
witless,3.67273762094
without romance,3.45194085028
without any especial new!,3.21481602795
without annoying montages,3.53066194377
without Martha,3.90743489251
with no payoff for sitting through it.,3.121875
with SB as Odysseus?,3.30893707902
witchhunts,3.82380319149
witches,3.58705537975
witchcraft,3.22156196126
witch hunt,3.96964330888
witch,3.70230582008
wit,3.77098674521
wistful,3.89300085417
wissenschaftliche sci-fi,3.5776128266
wissenschaftler,3.72210476862
wishful,3.5
wishes,3.65264841251
wisecracking characters,3.76717796658
wisecrack humor,3.67588614393
wise guys,3.80481813888
wisdom,3.89137412748
wisconson,3.2568627451
wirework,3.87480310065
wired 50 greatest soundtracks,3.80841240612
wire walker,3.88186157518
wipes nose with hand repeatedly!,3.75961538462
wintry,3.91824155964
winter scenes,3.47883858268
winter,3.76365967319
winston,3.61533196441
winona ryder,3.51325291861
winnings,3.63483146067
winning,3.87630979499
wings of freedom,4.04593874834
wing chun,3.84917891098
winery,3.27952085004
wine tasting,3.72165427509
wine and romance,3.34160535117
wine,3.70608140772
wind,3.21428571429
wincest,4.19067190195
wilson,3.6164542907
willpower,3.49796708616
william shatner,3.27641277641
william s. burroughs,3.61670235546
william goldman,4.04029037179
william gibson,2.73260664253
william castle remake,2.52290076336
william burroughs,3.26785714286
willem defoe,3.91997722672
willem dafoe,3.68882744753
will wheaton,3.99913478177
will to survive,3.9375
will smith,3.36921871238
will power,3.52058823529
will not like,4.05635826925
will like,3.36853766617
will leave you feeling suicidal,3.48438438438
will keep you away from the water,3.80530494406
will ferrell = nazi,3.21428571429
will ferrell,3.45239026298
will ferrel,3.21428571429
will fe,3.83975481611
will farrel,3.83975481611
will farell,3.20068027211
will dislike,2.73675631622
will (law),3.88386616248
wilhelm,3.48560209424
wilford brimley beaten to death,3.49538713068
wildly overrated,4.22557127003
wildlife,3.73635199628
wilderness,3.82388213518
wild west,3.54956994115
wild child,3.66616766467
wild boar,3.16666666667
wild at heart,3.9816805289
wild animal,3.83116883117
wild and fresh,3.75554047942
wikus,3.8724807166
wikilens top pick,4.11972171809
wig,3.8003992016
wife swapping,3.59607438017
wierd story,3.82077998729
wierd love,3.90502767095
wierd for the sake of it,3.39859693878
wierd,3.39972527473
widows/widowers,3.7479604156
widowhood,3.50433839479
widower,3.91720919018
widow to remarry,3.47704367301
widow,2.0
widespread cellphone-based surveillance,4.22012917115
wide spectrum of emotions,3.91555711282
wide range of experts,3.65517241379
wicca,3.12914323158
why?,1.25847457627
why's this rated R? good though,3.29844290657
why was he taking speed?,3.87761714855
why the terrorists hate US,3.28468468468
why the hell anyone would like this movie?,4.24728682171
why militant islam is so scary,3.625
why god why,2.60555083202
why god,2.77612665113
why everyone hates the US,3.41641566265
why don't koreans or mexicans come to the US to adopt children?,3.37698412698
why do they make good shows into bad movies?,3.16473988439
why do i hate this?,3.747268643
why did it have to be snakes?,2.07524649715
why a sequel?,2.25999266593
whose neighbors?,3.39473684211
whores,3.19579288026
whorephobia,3.77240067625
wholseome,3.30769230769
wholesome,3.68534605932
whodunnit,4.29105723353
whodunit,3.76314237988
who to trust?,3.16666666667
who threw the last knife?,3.64285714286
who thought this was a good idea?,1.77031602709
who thought of this?,2.88049450549
who the hell listens to this crap?,3.56818181818
who done it,3.00463406839
who cares DVDs,3.66446474163
whitney houston,2.76107774712
whitewater,3.28160970427
whitewash,4.10351487061
white washing,2.37238095238
white trash,3.82058928254
white squall,3.48340297122
white slavery,3.84531789559
white shirts,3.85262958759
white race,3.73989569752
white queen,3.66649048626
white priviledge,3.73697564276
white people,3.89012122775
white lie,3.37323943662
white house,3.18374558304
white hair,3.15957446809
white guy with Jamaican/Caribbean accent,2.09466824645
white guilt,3.75994110791
white collar gangstas,3.98538961039
white collar crime,3.96944753271
white,3.76154740002
whit stillman meets diner,3.83058678577
whit stillman meets Diner,3.50243902439
whistling,3.94848727939
whistleblower,3.67508561644
whistle,4.18593406593
whisky,3.70952380952
whiskey,3.78845007452
whipping,2.88962703963
whip,3.09480561731
whiny kid,3.14607921893
whiny,3.75592417062
whiney protragonist,2.825
whiney protagonist,3.37973475406
whiney,3.9044688027
whimsical irreverent,3.15625
whimsical,3.94870497861
whim,3.83235170383
which historical person is gonna be next?,2.88049450549
where is the one and only kyle maclachlan?,3.46372239748
where exactly is the suspense?,3.7520609319
where did that tribble come from,3.81430745814
when watched in your teens.,1.54574638844
when travolta was thin,3.314459373
when did Rupert Grint become a man,3.81531213192
wheelchair rugby,3.81769722814
wheelchair badass,2.46406772464
wheelchair,3.66705143128
wheel chair,3.67409587889
wheat,3.95122918319
whatever,3.88694525429
what?,3.6035131744
what's this about?,3.65931213498
what's the point?,3.59860533399
what you do not what you say,3.2568627451
what was with the deer?,2.6
what to say about god?,3.41248397594
what the hell was that?,2.88208076276
what the fuck?,3.75203520352
what the fuck did i just watch,2.96821241586
what is with Robert's bangs in this movie?! GRR,2.85410334347
what is going on,3.57415036045
what if...,3.80737314002
what if,2.87360208062
what happened to melanie griffith?,2.98626122
what does it mean to be human,3.74406095921
what cinema is supposed to be,4.08125853215
what are you stuffed with?,4.17705650958
what an ending,3.81443298969
what a way to waste 2 hours!!!,2.95512820513
what AVP should have been,2.40572687225
whales,3.44409577426
whale,2.62343999527
whacky weapons,3.55831928049
westernization,3.89392448429
western comedy,3.53947368421
western animation,3.77909004642
western,3.78050792032
west wirginia,3.07485822306
west virginia,4.06631578947
west,3.37594553707
wes craven thriller,3.1309431021
wes craven,2.95624048706
wes anderson,3.77291869129
werner herzog,3.89359504132
werewolves,3.34959071539
werewolf,3.47629215944
wendy o williams,2.60869565217
wendigo,3.23510150622
welsh,3.88372093023
welles,4.14147252356
well...I liked it...,3.14374694675
well-written,3.4375
well-shot,2.51724137931
well-made,3.78748253144
well-heeled family,3.77453671929
well-done time travel,3.74387415
well-done,3.69204463643
well-directed,3.44669117647
well-developed characters,3.58634538153
well-crafted dialog,3.88955901427
well-crafted,3.40340030912
well-constructed,3.32021276596
well-cast,2.68269230769
well-acted and thought-provoking,3.60460652591
well-acted,3.97152303754
well written and structured,4.10300465206
well written,3.73829359379
well transformed from manga to live action,3.60943396226
well scripted,2.98340299975
well plotted,3.38574660633
well paced,3.55085461068
well made stupid schlock,3.86908584885
well made for low budget,3.0
well made,2.825
well intentioned,3.23064195897
well filmed,2.75731707317
well edited,3.70504385965
well done with new cast,3.12121640736
well done,3.76045220131
well constructed,3.39525963808
well choreographed,3.33174431203
well cast,3.41879562044
well acted,3.50381141073
well,2.5
welfare,3.96622772165
weirdtopia,3.16964285714
weirdos are okay,3.38154102836
weirdest episode of Frasier ever,3.50084033613
weirder than the Tim Burton version,3.64795918367
weird.,3.14180929095
weird!,4.16210211666
weird visuals,3.8203125
weird technique,3.2161352657
weird story,3.95752089136
weird presentation,3.86363636364
weird pacing,3.75929978118
weird love,3.52757793765
weird japan,3.44202898551
weird humour,2.62348178138
weird greek cinema,3.625
weird ending,3.66775412977
weird characters,2.0
weird but good,3.57397433867
weird animation,3.58708503865
weird and gross,2.94893617021
weird,3.82158337321
weihnachtsfilm,3.52158648498
weightlessness,4.15617200314
weepy,3.36707238949
weekend,3.74688733677
week history,3.97309686979
week,4.0534925663
weed,3.52132763055
wednesday,2.44586614173
weddings,3.38032855669
wedding theme,3.05227272727
wedding reception,3.93837209302
wedding ceremony,3.65110653814
wedding,3.5587099135
website,3.84327507599
web of lies,3.828125
weatherman,3.86738404395
weather reporter as protagonist,3.79496523173
weather forecaster,3.60374991748
weather,3.15898290259
weaponsmith,3.85657441501
weapons industry,3.33315812882
weapons,3.78317562853
weapon choreography,3.27165354331
wealth,3.43147044958
weakest in the series,2.46157659891
weak writing,2.55946409715
weak villain,3.8412633306
weak twist,3.26380702903
weak third act,3.49404199367
weak story,3.31151726579
weak special effects,3.83219602978
weak sequel,2.90396600567
weak secondary characterss,3.89607843137
weak script,3.13116420946
weak screenplay,2.88259833135
weak scenes,3.32055555556
weak romantic movie,2.82080995365
weak remake of series,2.76278054863
weak plot twist,3.24309978769
weak plot,3.33056333686
weak pacing,2.62748669095
weak middle,3.75
weak humor,3.84988027261
weak framing narrative,3.48307291667
weak female lead,4.10650714911
weak female characters,2.5
weak female character,3.84499314129
weak ending,3.61022472003
weak editing,3.31395348837
weak direction,2.62249761678
weak directing,3.43637184116
weak dialogue,2.50067925554
weak dialoges,3.28946717765
weak comic book adaptation,2.33935018051
weak choices overall,3.83975481611
weak characters,3.4377629872
weak character development,2.69430051813
weak cgi,2.66666666667
weak acting,3.725
weak,3.54389989912
we've seen this before,3.39081865623
we need a bigger boat,3.80530494406
we have a problem,3.8685978609
we get the point. Old people become outhful again. Great idea,3.28933058316
we don't need no stinkin badges,4.16139670223
we can do this easy or we can do this reeal easy it's called magic hour,3.0150862069
we are glad you took the red pill,4.1871858807
we are all connected. it's not my life or your life it's all life. stop being afraid and hating the unknown. smile and make eye contact.,3.86243386243
way way way overrated,3.18562300319
way way too sad,3.56127808579
way too much action,3.64031620553
way too long,4.0749466626
way overrated,3.50151962099
way over the top,4.03238120311
way of life,3.99796747967
wax on wax off,3.28643429682
wax museum,3.046875
wax figures,3.23723723724
wave,4.02386428982
waterfall,3.73682129678
watered down,3.28942917548
waterboarding,3.84061516952
water polo,3.0
water,3.36180354626
watching TV,4.09102626067
watched under duress,3.36028328148
watched it for the boobs,2.34470047606
watched every year,3.9816805289
watched as kid,3.71447939262
watched 2008,3.16001534919
watched 2007,3.66067808972
watched 2006,3.66539941715
watched 2005,3.7291870675
watched 2004,3.55110743381
watched 2002,3.5691762092
watched 2000,3.48734463277
watched 1999,4.08220177757
watched 1998,3.22264478249
watched 1997,3.18210489015
watched 1995,3.53397249028
watched 1994,4.17423116922
watched (1997),3.47874847268
watched,3.28714011516
watch-fully,3.72008096257
watch-again,3.89394057524
watch the credits,3.61599100304
watch it with the lady,3.80836588542
watch it more than once,3.87612612613
watch fully awake.,4.1285046729
watch for a good metaphor or two,3.12080924855
watch at double speed,3.79928315412
watch again before hating,3.96545477951
watch again,3.8421937282
watch Days of Being Willd first,4.02647900763
watch,3.58291293888
wastes every oportunity to be memorable,3.37102473498
wasted villain,3.81745146173
wasted premise potential,3.80298690671
wasted potential,3.18840139413
wasted life,3.97930710143
wasted characters,3.4886246122
wasted cast,2.82335329341
waste of time and money to see this,2.55668568593
waste of time,3.37013860092
waste of life,2.96441605839
waste of celluloid,3.04690186505
waste of Marian Cotillard's talent,3.81735357918
waste of 95 minutes,3.15104166667
washington d.c.,3.18374558304
washed up,3.92289248335
washed out writer,3.3900862069
wash,3.99326075687
was a made up love story. Not even close to the truth,3.33818785284
warwick davis,3.4516111533
wartime,3.8224132992
wars,3.99366773036
warriors,3.29824698091
warpigs,3.42
warped sense of humor,3.21615720524
warning:misleading trailer,3.73697564276
warning:homophobia (mild),2.75526315789
warning:homophobia,3.66621067031
warning: some people tryed to kill themselves while watching,0.973004694836
warmongering,3.85499011858
warmonger,3.60320361213
warm-hearted,3.82737973649
warm,3.91876746585
warlord,3.84301354611
wargs,3.79388389772
warfare,2.83501872659
warehouse,3.33870967742
war zone,3.51020408163
war widow,3.70870213824
war ugliness,3.95423076923
war tactics,3.62012987013
war strategy,4.042533802
war protest,3.99366773036
war profiteering,3.89787463977
war prisoners,3.75
war planes,3.56623470122
war pilots,4.0
war parody,3.41641566265
war on drugs,3.48648648649
war of the sexes,2.5
war movie,3.92188069149
war journalism,3.25
war is bad,3.50967741935
war hero,3.25231745402
war games,3.0
war drama,3.77963647566
war crimes,4.10072863332
war and politics,4.23262331839
war,3.96368097275
wapendrama,3.81137309293
wanttosee,3.484375
wants to be something it isn't,3.37481831395
wanting to be a writer,3.01809815951
wanted to smack those kids,3.47883858268
wanted to see action movie not porn,3.44649350649
wanted poster,3.75227272727
wanted more San Juan flavor,3.17160493827
want to see again!,3.85540305956
want to see again,3.88933400225
want to see,3.8645099179
want to punch them in the face,3.83679177779
want to own,3.69310823518
want to buy,3.68366623854
want it,3.93685386724
wannabe-funny,3.69063564132
wannabe mystery,3.23033707865
wannabe Jumanji,3.07334384858
wanna-be gangters,2.20675105485
wang xiaolu,3.58937198068
wandering,3.37196969697
waltz's character was same with his inglourious basterds character.,4.03789279113
waltz's acting was ok.,4.01963586324
waltz,3.3320610687
walter brennan,3.87612612613
walt disney,3.61792662343
walrus,3.36993270967
wallows in violence,3.62933930571
wall street,3.91582622188
wall,4.02476737822
walken,3.25
walked out during screening,2.99109369434
wales,3.25886524823
waking up,3.75647580095
wake up,3.79887745557
waitress,3.87966439353
waiter,3.42957746479
waif-fu,3.40892620415
wade davis,3.21725032425
wacky scientist,3.39930555556
wacky crime,3.6856450636
wacky,2.98966360651
wachowski bros.,3.73250401284
w00t,3.10846953938
w/e,4.04493410752
vÃ¦ska,4.00927033493
vw bugs,3.47058823529
vw,3.26380702903
vulnerability,3.6567396866
vulgar,3.10139229083
voyeurism,3.86473047571
voyage,4.02386428982
vow of silence,3.93575483277
vougiouklaki,4.33333333333
voto de castidade.,4.1232547993
voters,3.55396290051
vote for pedro,3.38518917256
vortex,2.95970394737
voodoo zombies,3.175
voodoo doll,3.67650239819
voodoo,2.93980758682
vontatott,3.83493033181
vonnegut,3.6746742671
von Trier,3.85214285714
von Bulow,3.79926108374
vomiting,4.20380959453
vomit-inducing,3.75538240722
vomit,3.88391992755
volume for drama,3.5430239705
volleyball,3.9805581687
volkswagen,3.81860784963
volcano,2.76709824829
volcanic eruption,3.49725274725
void,3.62731481481
voiceover,3.78282914797
voice-over,3.83116883117
voice over narration,3.79205607477
voice over montages,3.72587719298
voice over,3.82258064516
voice acting,3.81145450509
vogue-ing,3.91982922201
vodo.net,3.75806451613
vocalists,3.52828074726
vocabullary,3.65784780024
vladimir nabokov,3.83630069238
vivid characters,3.88282937365
vivid,3.89278149865
vivacious,4.0265917603
viva violence,4.00652020299
visuals,3.73799819822
visually unappealing,3.63501971091
visually stylish,3.37385321101
visually stunning,3.86106183755
visually stuning,3.56666666667
visually striking,3.87420063303
visually pleasing,3.893997894
visually inventive,3.94482758621
visually interesting--that's about it,3.29546058879
visually interesting,3.8698740198
visually flat,3.0
visually dynamic,3.15625
visually captivating,3.79182255478
visually appeling,3.81852369184
visually appealling,3.81831007995
visually appealing,3.90030034467
visually,3.38841567291
visual trickery,3.81831007995
visual style,4.162546633
visual pun,3.83975481611
visual narrative,3.62731481481
visual glamour,3.83121126761
visual effects,3.86067274077
visual design,3.09751693002
visual arts,3.50200927357
visual appealing,3.92261168385
visual aesthetic,3.03078648884
visual,3.96043171902
vistas,3.67431192661
vista vision,4.09050258219
visitor,3.35135135135
visionary,4.06688122825
vision,3.78983472945
visceral,3.95406560876
visaully appealing,3.45535105658
virus outbreak,3.30798969072
virus,3.5053643164
virtuous,4.12432915921
virtual-reality,3.27592356688
virtual reality,3.97477544051
virtual life,2.9992481203
virtual,4.1871858807
virginity,3.49427852876
virginia,3.4073875803
virgin sacrifice,3.30844155844
virgin,3.54239808153
virgen,3.55418231122
violin,3.8643959553
violently stupid,3.78877876987
violently silly,4.17423116922
violently,3.89188364524
violent youth,3.4875
violent yet uplifting,3.71366260904
violent silly,3.01364175563
violent disturbing,4.12037037037
violent,3.99182454028
violencized sex,3.73401759531
violence.,3.89951405762
violence pornography,2.78546350937
violence in america,3.85409425646
violence fiction,3.86908584885
violence against women,3.87368455033
violence against tyres,2.98701298701
violence - too much for me!!,4.01963586324
violence - Jennifer Connelly!!!!,4.03358594557
violence,4.03873246216
violante placido,3.23611111111
viola davis,3.7425997426
vinyl,3.83763454397
vinyeard,3.1594488189
vintage effects,3.94382022472
vintage,3.28024980484
vinnie jones,4.02834505078
ving rhames,3.6011140712
vindictive,3.6265129683
vincent price,3.3436302682
vincent,4.17423116922
vinceVaugh,3.5343151071
vince vaughn,3.49907685207
vince papale,3.59972862958
vin diesel,3.95654482198
vimeo-on-demand,2.83333333333
vimeo,3.88121546961
villian hurts toys,3.92123956132
villainizes Max Baer,3.88723653396
villain:Two-face,4.22012917115
villain:The Scarecrow,4.22012917115
villain:The Joker,3.65372526018
villain:Penguin,3.10011743981
villain:Jaws,3.33344621289
villain's plan is stupid,2.49392876417
villain with southern accent,3.29072812991
villain steals the show,4.19532216584
villain protagonist,3.79074347612
villain nonexistent or not needed for good story,3.69331768402
villain is a pushover,3.25
villain has no motive,3.27555910543
villain gets no comeuppance,1.0
villain evil beyond credibility,4.00648944488
villain as hero,3.41679384135
villain,3.81340376204
village,3.75547563504
villa,3.70064377682
vikings,3.7783654874
viking's mythology,3.50639534884
vignettes,3.67333433599
vignette,3.83333333333
vigilatism,4.11057554838
vigilantism,3.97026203927
vigilante justice,4.18126470181
vigilante,3.87479145166
viggo morttensen,3.559375
viggo mortensen,4.05709473948
viewer exploitation,3.77658156465
view on society,4.0
view askew,3.69391338919
vietnam war based movie,4.02920186097
vietnam war,4.03066152679
vietnam,3.98616457328
vienna,4.17638704791
viegla jauka filmiÅ†a,3.56990505918
viegla jauka filmiÃ…Â†a,3.78985683087
videotape,3.41066072689
videogame like,3.82648678337
videogame,2.98964705311
videodrome did it better,3.33342770857
video tape,3.5390070922
video surveillance,3.94615168108
video store,3.24102428722
video only,3.70571377396
video games,3.67339443311
video game testers,3.61136890951
video game like,3.12786697248
video game connection,2.02323282254
video game adaptation,2.64311732103
video game,2.85149714552
video diary,3.5
video debut,3.77374301676
video camera,3.57876495035
video,2.93166203771
victory,4.18820206122
victorian,3.5
victim,4.17705650958
vicissitude,4.44699049964
vica kerekes,3.58333333333
vibrator,3.34722222222
vibrant colors,3.10878243513
vibrant,4.15841584158
vhs effect,3.75242399343
vhs,3.79624535102
veterans,3.70065120505
veteran,3.54081632653
very worthwhile,3.50968844985
very well made,3.74370226592
very well done,4.00963787641
very violent,4.06366971993
very unrealistic,3.3226806904
very thrilling,3.37863649721
very surprising in the end,3.65488249595
very strange,3.67391844853
very straight forward story,2.90721649485
very smart movie,3.85638154344
very slowpaced,3.74108003857
very slow,3.90854884854
very scary imagery,3.42640260559
very scary,3.17607973422
very sad,3.63802873461
very real-looking,3.2768
very quotable,3.53066194377
very predictable,2.71951219512
very powerfulll..; tom hanks very big...,4.02900018135
very original,2.37096774194
